director_name,duration,gross,genres,movie_title,language,country,budget,title_year,imdb_score,Genre
PaulW.S.Anderson,105,23219748,Action|Adventure|Drama|History|Romance,Pompeii†,English,Canada,80000000,2014,5.6,Action
RonHoward,135,170708996,Biography|Drama,ABeautifulMind†,English,USA,58000000,2001,8.2,Biography
RogerAllers,73,422783777,Adventure|Animation|Drama|Family|Musical,TheLionKing†,English,USA,45000000,1994,8.5,Adventure
BradPeyton,94,103812241,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Journey2:TheMysteriousIsland†,English,USA,79000000,2012,5.8,Action
CodyCameron,95,119793567,Animation|Comedy|Family|Fantasy|Sci-Fi,CloudywithaChanceofMeatballs2†,English,USA,78000000,2013,6.5,Animation
BrettRatner,124,92930005,Crime|Drama|Thriller,RedDragon†,English,Germany,78000000,2002,7.2,Crime
JoeJohnston,136,67286731,Action|Adventure|Western,Hidalgo†,English,USA,100000000,2004,6.7,Action
DennisDugan,91,74158157,Comedy,JackandJill†,English,USA,79000000,2011,3.4,Comedy
JohnSingleton,107,127083765,Action|Crime|Thriller,2Fast2Furious†,English,USA,76000000,2003,5.9,Action
MarkOsborne,108,1339152,Adventure|Animation|Drama|Family|Fantasy,TheLittlePrince†,English,France,81200000,2015,7.8,Adventure
OliverHirschbiegel,99,15071514,Sci-Fi|Thriller,TheInvasion†,English,USA,80000000,2007,5.9,Sci-Fi
DesMcAnuff,92,26000610,Adventure|Animation|Comedy|Family|Fantasy,TheAdventuresofRocky&Bullwinkle†,English,USA,76000000,2000,4.1,Adventure
YarrowCheney,87,323505540,Animation|Comedy|Family,TheSecretLifeofPets†,English,Japan,75000000,2016,6.8,Animation
StephenNorrington,110,66462600,Action|Adventure|Fantasy|Sci-Fi,TheLeagueofExtraordinaryGentlemen†,English,USA,78000000,2003,5.8,Action
PierreCoffin,98,368049635,Animation|Comedy|Family|Sci-Fi,DespicableMe2†,English,USA,76000000,2013,7.5,Animation
RolandEmmerich,154,306124059,Action|Adventure|Sci-Fi,IndependenceDay†,English,USA,75000000,1996,6.9,Action
StevenSpielberg,129,229074524,Action|Adventure|Sci-Fi,TheLostWorld:JurassicPark†,English,USA,73000000,1997,6.5,Action
EricDarnell,86,193136719,Adventure|Animation|Comedy|Family,Madagascar†,English,USA,75000000,2005,6.9,Adventure
AlfonsoCuar√≥n,109,35286428,Drama|Sci-Fi|Thriller,ChildrenofMen†,English,USA,76000000,2006,7.9,Drama
BryanSinger,104,157299717,Action|Adventure|Sci-Fi,X-Men†,English,USA,75000000,2000,7.4,Action
TimurBekmambetov,110,134568845,Action|Crime|Fantasy|Thriller,Wanted†,English,USA,75000000,2008,6.7,Action
MichaelBay,136,134006721,Action|Adventure|Thriller,TheRock†,English,USA,75000000,1996,7.4,Action
CarlosSaldanha,115,195329763,Action|Adventure|Animation|Comedy|Family|Fantasy,IceAge:TheMeltdown†,English,USA,80000000,2006,6.9,Action
PeterSegal,99,120776832,Comedy|Romance,50FirstDates†,English,USA,75000000,2004,6.8,Comedy
AdamShankman,117,118823091,Comedy|Drama|Family|Music|Musical|Romance,Hairspray†,English,USA,75000000,2007,6.7,Comedy
RennyHarlin,125,41814863,Horror|Mystery|Thriller,Exorcist:TheBeginning†,English,USA,50000000,2004,5.1,Horror
DavidKellogg,110,97360069,Action|Adventure|Comedy|Family|Sci-Fi,InspectorGadget†,English,USA,75000000,1999,4.1,Action
LouisLeterrier,125,117698894,Crime|Mystery|Thriller,NowYouSeeMe†,English,USA,75000000,2013,7.3,Crime
DennisDugan,102,162001186,Comedy,GrownUps†,English,USA,80000000,2010,6,Comedy
StevenSpielberg,128,77032279,Comedy|Drama,TheTerminal†,English,USA,60000000,2004,7.3,Comedy
ThorFreudenthal,100,73023275,Comedy|Family,HotelforDogs†,English,USA,35000000,2009,5.4,Comedy
MartinCampbell,124,68473360,Action|Adventure|Drama|Thriller,VerticalLimit†,English,USA,75000000,2000,5.9,Action
MikeNichols,102,66636385,Biography|Comedy|Drama|History,CharlieWilson'sWar†,English,USA,75000000,2007,7.1,Biography
BiboBergeron,90,160762022,Adventure|Animation|Comedy|Family,SharkTale†,English,USA,75000000,2004,6,Adventure
BillCondon,130,103338338,Drama|Music|Musical,Dreamgirls†,English,USA,70000000,2006,6.5,Drama
F.GaryGray,118,55808744,Comedy|Crime|Music,BeCool†,English,USA,53000000,2005,5.7,Comedy
StevenSpielberg,163,47379090,Drama|History|Thriller,Munich†,English,France,70000000,2005,7.6,Drama
AntoineFuqua,142,43426961,Action|Drama|Thriller|War,TearsoftheSun†,English,USA,70000000,2003,6.6,Action
RobertLuketic,100,47000485,Action|Comedy|Romance|Thriller,Killers†,English,USA,75000000,2010,5.4,Action
GuyRitchie,116,45434443,Action|Adventure|Comedy,TheManfromU.N.C.L.E.†,English,USA,75000000,2015,7.3,Action
JamesL.Brooks,131,42044321,Comedy|Drama|Romance,Spanglish†,English,USA,80000000,2004,6.5,Comedy
GilKenan,91,73661010,Animation|Comedy|Family|Fantasy|Mystery,MonsterHouse†,English,USA,75000000,2006,6.6,Animation
BarryLevinson,123,41523271,Comedy|Crime|Drama|Romance,Bandits†,English,USA,80000000,2001,6.6,Comedy
JerryZucker,134,37600435,Action|Adventure|Romance|Thriller,FirstKnight†,English,USA,55000000,1995,5.9,Action
AndyTennant,148,39251128,Drama|History|Romance,AnnaandtheKing†,English,USA,75000000,1999,6.7,Drama
TarsemSingh,110,83503161,Action|Drama|Fantasy|Romance,Immortals†,English,USA,75000000,2011,6.1,Action
Florent-EmilioSiri,113,34636443,Action|Crime|Drama|Mystery|Thriller,Hostage†,English,USA,52000000,2005,6.6,Action
DonBluth,94,22751979,Action|Adventure|Animation|Family|Sci-Fi,TitanA.E.†,English,USA,75000000,2000,6.6,Action
RonShelton,116,30013346,Action|Comedy|Crime|Thriller,HollywoodHomicide†,English,USA,75000000,2003,5.3,Action
PaulW.S.Anderson,99,14567883,Action|Drama|Sci-Fi,Soldier†,English,UK,75000000,1998,6,Action
HenrySelick,93,5409517,Animation|Comedy|Fantasy,Monkeybone†,English,USA,75000000,2001,4.7,Animation
JohnMoore,113,21009180,Action|Adventure|Drama|Thriller,FlightofthePhoenix†,English,USA,45000000,2004,6.1,Action
M.NightShyamalan,106,94999143,Drama|Mystery|Sci-Fi|Thriller,Unbreakable†,English,USA,75000000,2000,7.2,Drama
KyleBalda,91,336029560,Action|Animation|Comedy|Family|Sci-Fi,Minions†,English,USA,74000000,2015,6.4,Action
ZackSnyder,128,36381716,Action|Fantasy,SuckerPunch†,English,USA,82000000,2011,6.1,Action
BrianDePalma,98,55585389,Crime|Mystery|Thriller,SnakeEyes†,English,USA,69000000,1998,5.9,Crime
BarryLevinson,134,36976367,Drama|Mystery|Sci-Fi|Thriller,Sphere†,English,USA,75000000,1998,6,Drama
ClayKaytis,97,107225164,Action|Animation|Comedy|Family,TheAngryBirdsMovie†,English,USA,73000000,2016,6.3,Action
AndyTennant,112,70224196,Action|Adventure|Comedy|Romance|Thriller,Fool'sGold†,English,USA,70000000,2008,5.6,Action
JuddApatow,153,51814190,Comedy|Drama,FunnyPeople†,English,USA,75000000,2009,6.4,Comedy
PeterBerg,110,47456450,Action|Drama|Thriller,TheKingdom†,English,USA,70000000,2007,7.1,Action
AdamMcKay,122,148213377,Action|Comedy|Sport,TalladegaNights:TheBalladofRickyBobby†,English,USA,73000000,2006,6.6,Action
SteveCarr,87,112950721,Comedy|Family|Fantasy,Dr.Dolittle2†,English,USA,72000000,2001,4.6,Comedy
MelGibson,178,75600000,Biography|Drama|History|War,Braveheart†,English,USA,72000000,1995,8.4,Biography
SamMendes,125,62647540,Action|Drama|War,Jarhead†,English,Germany,70000000,2005,7.1,Action
DavidSilverman,87,183132370,Adventure|Animation|Comedy,TheSimpsonsMovie†,English,USA,75000000,2007,7.4,Adventure
FrankDarabont,152,27796042,Drama|Romance,TheMajestic†,English,USA,72000000,2001,6.9,Drama
RennyHarlin,116,32616869,Action|Drama|Sport,Driven†,English,USA,72000000,2001,4.5,Action
Jean-JacquesAnnaud,109,18947630,Adventure|Drama|Family,TwoBrothers†,English,France,59660000,2004,7.1,Adventure
M.NightShyamalan,108,114195633,Drama|Mystery|Romance|Thriller,TheVillage†,English,USA,60000000,2004,6.5,Drama
BettyThomas,85,144156464,Comedy|Family|Fantasy,DoctorDolittle†,English,USA,71500000,1998,5.3,Comedy
M.NightShyamalan,106,227965690,Drama|Sci-Fi|Thriller,Signs†,English,USA,72000000,2002,6.7,Drama
AndrewAdamson,93,436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,Shrek2†,English,USA,150000000,2004,7.2,Adventure
JohnLasseter,117,244052771,Adventure|Animation|Comedy|Family|Sport,Cars†,English,USA,120000000,2006,7.2,Adventure
GarryMarshall,116,152149590,Comedy|Romance,RunawayBride†,English,USA,70000000,1999,5.5,Comedy
RobCohen,132,141204016,Action|Adventure|Thriller,xXx†,English,USA,70000000,2002,5.8,Action
PaulTibbitt,92,162495848,Adventure|Animation|Comedy|Family|Fantasy,TheSpongeBobMovie:SpongeOutofWater†,English,USA,74000000,2015,6,Adventure
RonHoward,139,136448821,Crime|Thriller,Ransom†,English,USA,80000000,1996,6.6,Crime
QuentinTarantino,153,120523073,Adventure|Drama|War,InglouriousBasterds†,English,USA,75000000,2009,8.3,Adventure
StevenSpielberg,142,119654900,Adventure|Comedy|Family|Fantasy,Hook†,English,USA,70000000,1991,6.7,Adventure
BrettRatner,101,72660029,Action|Adventure,Hercules†,English,USA,100000000,2014,6,Action
RennyHarlin,124,117541000,Action|Thriller,DieHard2†,English,USA,70000000,1990,7.1,Action
ClarkJohnson,117,116643346,Action|Adventure|Crime|Thriller,S.W.A.T.†,English,USA,80000000,2003,6,Action
CameronCrowe,141,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,VanillaSky†,English,USA,68000000,2001,6.9,Fantasy
M.NightShyamalan,110,42272747,Drama|Fantasy|Mystery|Thriller,LadyintheWater†,English,USA,70000000,2006,5.6,Drama
PaulW.S.Anderson,109,80281096,Action|Horror|Sci-Fi|Thriller,AVP:Alienvs.Predator†,English,USA,60000000,2004,5.6,Action
BettyThomas,88,219613391,Animation|Comedy|Family|Fantasy|Music,AlvinandtheChipmunks:TheSqueakquel†,English,USA,75000000,2009,4.5,Animation
RandallWallace,124,78120196,Action|Drama|History|War,WeWereSoldiers†,English,USA,75000000,2002,7.1,Action
AntoineFuqua,119,98895417,Action|Thriller,OlympusHasFallen†,English,USA,70000000,2013,6.5,Action
JonathanFrakes,103,70117571,Action|Adventure|Sci-Fi|Thriller,StarTrek:Insurrection†,English,USA,58000000,1998,6.4,Action
JonathanLiebesman,116,83552429,Action|Sci-Fi,BattleLosAngeles†,English,USA,70000000,2011,5.8,Action
TimBurton,125,66257002,Adventure|Drama|Fantasy,BigFish†,English,USA,70000000,2003,8,Adventure
MikeNichols,125,65012000,Drama|Horror|Romance|Thriller,Wolf†,English,USA,70000000,1994,6.2,Drama
StevenSpielberg,146,79883359,Drama|War,WarHorse†,English,USA,66000000,2011,7.2,Drama
GeorgeClooney,118,78031620,Drama|War,TheMonumentsMen†,English,USA,70000000,2014,6.1,Drama
JamesCameron,171,54222000,Adventure|Drama|Sci-Fi|Thriller,TheAbyss†,English,USA,69500000,1989,7.6,Adventure
OliverStone,136,52474616,Drama,WallStreet:MoneyNeverSleeps†,English,USA,70000000,2010,6.3,Drama
GaryShore,92,55942830,Action|Drama|Fantasy|Horror|War,DraculaUntold†,English,USA,70000000,2014,6.3,Action
EdwardZwick,116,40932372,Action|Thriller,TheSiege†,English,USA,70000000,1998,6.3,Action
MatthewVaughn,127,38345403,Adventure|Family|Fantasy|Romance,Stardust†,English,UK,70000000,2007,7.7,Adventure
Jean-JacquesAnnaud,136,37901509,Adventure|Biography|Drama|History|War,SevenYearsinTibet†,English,USA,70000000,1997,7,Adventure
RonHoward,111,48430355,Comedy|Drama,TheDilemma†,English,USA,70000000,2011,5.3,Comedy
JoelSchumacher,116,30157016,Action|Adventure|Comedy|Thriller,BadCompany†,English,USA,70000000,2002,5.6,Action
AndrzejBartkowiak,113,28031250,Action|Adventure|Horror|Sci-Fi,Doom†,English,UK,60000000,2005,5.2,Action
BettyThomas,97,33105600,Action|Adventure|Comedy|Thriller,ISpy†,English,USA,70000000,2002,5.4,Action
M√•nsM√•rlind,88,62321039,Action|Fantasy|Horror,Underworld:Awakening†,English,USA,70000000,2012,6.4,Action
AdamShankman,136,38509342,Comedy|Drama|Musical|Romance,RockofAges†,English,USA,75000000,2012,5.9,Comedy
GregoryHoblit,125,19076815,Drama|War,Hart'sWar†,English,USA,60000000,2002,6.3,Drama
GaryMcKendry,116,25093607,Action|Crime|Thriller,KillerElite†,English,UK,35000000,2011,6.5,Action
JohnMcTiernan,98,18990542,Action|Sci-Fi|Sport,Rollerball†,English,USA,70000000,2002,3,Action
WychKaosayananda,91,14294842,Action|Crime|Sci-Fi|Thriller,Ballistic:Ecksvs.Sever†,English,USA,70000000,2002,3.6,Action
MikaelSalomon,97,19819494,Action|Crime|Drama|Thriller,HardRain†,English,USA,70000000,1998,5.8,Action
BobbyFarrelly,95,13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,OsmosisJones†,English,USA,70000000,2001,6.2,Action
WillFinn,88,8460990,Adventure|Animation|Family|Fantasy|Musical,LegendsofOz:Dorothy'sReturn†,English,USA,70000000,2013,5.6,Adventure
MichaelMann,133,7097125,Action|Crime|Drama|Mystery|Thriller,Blackhat†,English,USA,70000000,2015,5.4,Action
KerryConran,106,37760080,Action|Adventure|Mystery|Sci-Fi|Thriller,SkyCaptainandtheWorldofTomorrow†,English,USA,70000000,2004,6.1,Action
MichaelCaton-Jones,116,5851188,Crime|Mystery|Thriller,BasicInstinct2†,English,UK,70000000,2006,4.2,Crime
MikaelH√•fstr√∂m,115,25121291,Action|Crime|Mystery|Sci-Fi|Thriller,EscapePlan†,English,USA,50000000,2013,6.7,Action
RennyHarlin,99,18821279,Action|Adventure|Fantasy,TheLegendofHercules†,English,USA,70000000,2014,4.2,Action
PhilAldenRobinson,124,118471320,Action|Drama|Thriller,TheSumofAllFears†,English,USA,68000000,2002,6.4,Action
DavidSlade,124,300523113,Adventure|Drama|Fantasy|Romance,TheTwilightSaga:Eclipse†,English,USA,68000000,2010,4.9,Adventure
FrankOz,124,71069884,Crime|Drama|Thriller,TheScore†,English,USA,68000000,2001,6.8,Crime
PierreCoffin,87,251501645,Animation|Comedy|Family,DespicableMe†,English,USA,69000000,2010,7.7,Animation
JosephRuben,105,35324232,Action|Comedy|Crime|Drama|Thriller,MoneyTrain†,English,USA,68000000,1995,5.6,Action
SethMacFarlane,125,81257500,Comedy,Ted2†,English,USA,68000000,2015,6.4,Comedy
AlejandroAmen√°bar,141,617840,Adventure|Drama|History|Romance,Agora†,English,Spain,70000000,2009,7.2,Adventure
KinkaUsher,121,29655590,Action|Comedy|Fantasy|Sci-Fi,MysteryMen†,English,USA,65000000,1999,6,Action
BobbyFarrelly,111,45045037,Comedy|Romance,HallPass†,English,USA,36000000,2011,5.9,Comedy
MichaelMann,157,28965197,Biography|Drama|Thriller,TheInsider†,English,USA,68000000,1999,7.9,Biography
RidleyScott,128,39380442,Action|Drama|Thriller,BodyofLies†,English,USA,70000000,2008,7.1,Action
TimurBekmambetov,105,37516013,Action|Fantasy|Horror,AbrahamLincoln:VampireHunter†,English,USA,69000000,2012,5.9,Action
JonAmiel,113,87704396,Action|Crime|Romance|Thriller,Entrapment†,English,USA,66000000,1999,6.2,Action
RobBowman,121,83892374,Drama|Mystery|Sci-Fi|Thriller,TheXFiles†,English,USA,66000000,1998,7,Drama
DougLefler,102,5932060,Action|Adventure|Fantasy|War,TheLastLegion†,English,UK,35000000,2007,5.4,Action
StevenSpielberg,169,216119491,Action|Drama|War,SavingPrivateRyan†,English,USA,70000000,1998,8.6,Action
ScottWaugh,132,43568507,Action|Crime|Drama|Thriller,NeedforSpeed†,English,USA,66000000,2014,6.5,Action
NancyMeyers,127,182805123,Comedy|Fantasy|Romance,WhatWomenWant†,English,USA,70000000,2000,6.4,Comedy
ChrisWedge,103,176387405,Adventure|Animation|Comedy|Family,IceAge†,English,USA,59000000,2002,7.6,Adventure
LawrenceKasdan,136,33685268,Drama|Horror|Sci-Fi|Thriller,Dreamcatcher†,English,USA,68000000,2003,5.5,Drama
StevenSpielberg,150,182204440,Biography|Drama|History|War,Lincoln†,English,USA,65000000,2012,7.4,Biography
LanaWachowski,136,171383253,Action|Sci-Fi,TheMatrix†,English,USA,63000000,1999,8.7,Action
RonHoward,140,172071312,Adventure|Drama|History,Apollo13†,English,USA,62000000,1995,7.6,Adventure
PaulVerhoeven,113,119412921,Action|Sci-Fi,TotalRecall†,English,USA,65000000,1990,7.5,Action
MichaelLembeck,104,139225854,Comedy|Family|Fantasy,TheSantaClause2†,English,USA,60000000,2002,5.5,Comedy
TomHooper,158,148775460,Drama|Musical|Romance,LesMis√©rables†,English,USA,61000000,2012,7.6,Drama
NoraEphron,119,115731542,Comedy|Drama|Romance,You'veGotMail†,English,USA,65000000,1998,6.5,Comedy
AdamMcKay,106,100468793,Comedy,StepBrothers†,English,USA,65000000,2008,6.9,Comedy
MartinCampbell,136,93771072,Action|Adventure|Comedy|Romance|Thriller|Western,TheMaskofZorro†,English,USA,65000000,1998,6.7,Action
ToddPhillips,95,100448498,Comedy|Drama,DueDate†,English,USA,65000000,2010,6.6,Comedy
AngelinaJoliePitt,137,115603980,Biography|Drama|Sport|War,Unbroken†,English,USA,65000000,2014,7.2,Biography
ClintEastwood,130,90454043,Action|Adventure|Thriller,SpaceCowboys†,English,USA,65000000,2000,6.4,Action
RennyHarlin,124,84049211,Action|Adventure|Thriller,Cliffhanger†,English,USA,70000000,1993,6.4,Action
JohnWoo,108,70450000,Action|Crime|Thriller,BrokenArrow†,English,USA,50000000,1996,6,Action
JonTurteltaub,104,69688384,Comedy|Family|Fantasy,TheKid†,English,USA,60000000,2000,6.1,Comedy
OliverStone,129,70236496,Drama|History|Thriller,WorldTradeCenter†,English,USA,63000000,2006,6,Drama
MikeNewell,117,63695760,Drama,MonaLisaSmile†,English,USA,65000000,2003,6.4,Drama
LarryCharles,99,59617068,Comedy|Romance,TheDictator†,English,USA,65000000,2012,6.4,Comedy
StanleyKubrick,159,55637680,Drama|Mystery|Thriller,EyesWideShut†,English,UK,65000000,1999,7.3,Drama
WillGluck,118,85911262,Comedy|Drama|Family|Musical,Annie†,English,USA,65000000,2014,5.2,Comedy
GlennFicarra,105,53846915,Comedy|Crime|Drama|Romance,Focus†,English,USA,50100000,2015,6.6,Comedy
McG,103,54758461,Action|Comedy|Romance,ThisMeansWar†,English,USA,65000000,2012,6.3,Action
DavidS.Goyer,122,52397389,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Blade:Trinity†,English,USA,65000000,2004,5.9,Action
MikeNichols,143,38966057,Comedy|Drama,PrimaryColors†,English,France,65000000,1998,6.7,Comedy
PaulW.S.Anderson,96,42345531,Action|Horror|Sci-Fi|Thriller,ResidentEvil:Retribution†,English,Germany,65000000,2012,5.4,Action
PaulW.S.Anderson,111,36064910,Action|Sci-Fi|Thriller,DeathRace†,English,USA,45000000,2008,6.4,Action
RennyHarlin,121,33328051,Action|Crime|Drama|Mystery|Thriller,TheLongKissGoodnight†,English,USA,65000000,1996,6.7,Action
TaylorHackford,135,32598931,Action|Drama|Thriller,ProofofLife†,English,USA,65000000,2000,6.2,Action
JonFavreau,101,28045540,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Zathura:ASpaceAdventure†,English,USA,65000000,2005,6.1,Action
DavidFincher,151,37023395,Drama,FightClub†,English,USA,63000000,1999,8.8,Drama
McG,131,43532294,Drama|Sport,WeAreMarshall†,English,USA,65000000,2006,7.1,Drama
MichaelLehmann,100,17218080,Action|Adventure|Comedy,HudsonHawk†,English,USA,70000000,1991,5.7,Action
NoraEphron,105,10014234,Comedy|Crime,LuckyNumbers†,English,France,65000000,2000,5,Comedy
StuartBeattie,92,19059018,Action|Fantasy|Sci-Fi|Thriller,"I,Frankenstein†",English,Australia,65000000,2014,5.1,Action
RomanPolanski,130,1987287,Crime|Drama,OliverTwist†,English,UK,50000000,2005,6.9,Crime
RobBowman,100,24407944,Action|Crime|Fantasy|Thriller,Elektra†,English,Canada,43000000,2005,4.8,Action
FrankMiller,102,13750556,Action|Crime|Thriller,SinCity:ADametoKillFor†,English,USA,65000000,2014,6.5,Action
SydneyPollack,133,31054924,Drama|Mystery|Romance,RandomHearts†,English,USA,64000000,1999,5.1,Drama
BaltasarKorm√°kur,121,43247140,Adventure|Biography|Drama|History|Sport|Thriller,Everest†,English,UK,55000000,2015,7.1,Adventure
TomTykwer,147,2208939,Crime|Drama|Fantasy,Perfume:TheStoryofaMurderer†,English,Germany,50000000,2006,7.5,Crime
JayRoach,94,213079163,Action|Comedy|Crime,AustinPowersinGoldmember†,English,USA,63000000,2002,6.2,Action
DavidBowers,94,19548064,Action|Animation|Comedy|Family|Sci-Fi,AstroBoy†,English,HongKong,65000000,2009,6.3,Action
StevenSpielberg,127,356784000,Adventure|Sci-Fi|Thriller,JurassicPark†,English,USA,63000000,1993,8.1,Adventure
LawrenceKasdan,212,25052000,Adventure|Biography|Crime|Drama|Western,WyattEarp†,English,USA,63000000,1994,6.6,Adventure
PhillipNoyce,141,122012710,Action|Crime|Drama|Thriller,ClearandPresentDanger†,English,USA,62000000,1994,6.9,Action
DanielLee,103,72413,Action|Adventure|Drama|History,DragonBlade†,Mandarin,China,65000000,2015,6.1,Action
KeenenIvoryWayans,98,58255287,Comedy|Crime,Littleman†,English,USA,64000000,2006,4.3,Comedy
JonathanMostow,116,77086030,Action|War,U-571†,English,France,62000000,2000,6.6,Action
RobReiner,114,65000000,Comedy|Drama|Romance,TheAmericanPresident†,English,USA,62000000,1995,6.8,Comedy
MarcoSchnabel,87,32178777,Comedy|Romance|Sport,TheLoveGuru†,English,USA,62000000,2008,3.8,Comedy
DemianLichtenstein,125,15738632,Action|Comedy|Crime|Thriller,3000MilestoGraceland†,English,USA,42000000,2001,5.9,Action
QuentinTarantino,187,54116191,Crime|Drama|Mystery|Thriller|Western,TheHatefulEight†,English,USA,44000000,2015,7.9,Crime
JoshGordon,93,118153533,Comedy|Sport,BladesofGlory†,English,USA,61000000,2007,6.3,Comedy
TimHill,95,108012170,Adventure|Animation|Comedy|Family|Fantasy,Hop†,English,USA,63000000,2011,5.5,Adventure
ZackSnyder,117,210592590,Action|Drama|Fantasy|War,300†,English,USA,65000000,2006,7.7,Action
JayRoach,106,279167575,Comedy|Romance,MeettheFockers†,English,USA,80000000,2004,6.3,Comedy
DavidFrankel,115,143151473,Comedy|Drama|Family,Marley&Me†,English,USA,60000000,2008,7.1,Comedy
FrankDarabont,189,136801374,Crime|Drama|Fantasy|Mystery,TheGreenMile†,English,USA,60000000,1999,8.5,Crime
MarkDindal,81,135381507,Adventure|Animation|Comedy|Family|Sci-Fi,ChickenLittle†,English,USA,150000000,2005,5.8,Adventure
DavidFincher,149,167735396,Crime|Drama|Mystery|Thriller,GoneGirl†,English,USA,61000000,2014,8.1,Crime
DougLiman,119,121468960,Action|Mystery|Thriller,TheBourneIdentity†,English,USA,60000000,2002,7.9,Action
MartinCampbell,130,106635996,Action|Adventure|Thriller,GoldenEye†,English,UK,58000000,1995,7.2,Action
SimonWest,116,102678089,Drama|Mystery|Thriller,TheGeneral'sDaughter†,English,USA,95000000,1999,6.3,Drama
PeterWeir,103,125603360,Comedy|Drama|Sci-Fi,TheTrumanShow†,English,USA,60000000,1998,8.1,Comedy
BrendaChapman,99,101217900,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,ThePrinceofEgypt†,English,USA,70000000,1998,7,Adventure
SteveCarr,92,104148781,Comedy|Family,DaddyDayCare†,English,USA,60000000,2003,5.5,Comedy
BaltasarKorm√°kur,109,75573300,Action|Comedy|Crime|Drama|Thriller,2Guns†,English,USA,61000000,2013,6.7,Action
LawrenceGuterman,87,93375151,Action|Comedy|Family|Fantasy,Cats&Dogs†,English,USA,60000000,2001,5.2,Action
F.GaryGray,111,106126012,Action|Crime|Thriller,TheItalianJob†,English,USA,60000000,2003,7,Action
MarcLawrence,101,93307796,Comedy|Romance,TwoWeeksNotice†,English,USA,60000000,2002,6.1,Comedy
EricDarnell,83,90646554,Adventure|Animation|Comedy|Family,Antz†,English,USA,105000000,1998,6.6,Adventure
PeterBillingsley,113,109176215,Comedy,CouplesRetreat†,English,USA,60000000,2009,5.5,Comedy
TonyScott,107,82670733,Action|Drama|Sport,DaysofThunder†,English,USA,60000000,1990,5.9,Action
AdamShankman,94,82569532,Adventure|Comedy|Family,CheaperbytheDozen2†,English,USA,60000000,2005,5.4,Adventure
WesBall,132,81687587,Action|Sci-Fi|Thriller,TheScorchTrials†,English,USA,61000000,2015,6.4,Action
RyanMurphy,140,80574010,Drama|Romance,EatPrayLove†,English,USA,60000000,2010,5.7,Drama
BrettRatner,125,75764085,Comedy|Drama|Fantasy|Romance,TheFamilyMan†,English,USA,60000000,2000,6.7,Comedy
RobertSchwentke,111,90356857,Action|Comedy|Crime|Thriller,RED†,English,USA,58000000,2010,7.1,Action
OliverStone,156,75530832,Drama|Sport,AnyGivenSunday†,English,USA,55000000,1999,6.8,Drama
RobertRedford,170,75370763,Drama|Romance|Western,TheHorseWhisperer†,English,USA,60000000,1998,6.5,Drama
MichaelMann,120,100003492,Crime|Drama|Thriller,Collateral†,English,USA,65000000,2004,7.6,Crime
ChuckRussell,100,90341670,Action|Adventure|Fantasy|Thriller,TheScorpionKing†,English,USA,60000000,2002,5.5,Action
JayRussell,115,74540762,Action|Drama|Thriller,Ladder49†,English,USA,55000000,2004,6.5,Action
ChristopherMcQuarrie,130,80033643,Action|Crime|Mystery|Thriller,JackReacher†,English,USA,60000000,2012,7,Action
RennyHarlin,105,73648142,Action|Sci-Fi|Thriller,DeepBlueSea†,English,USA,60000000,1999,5.8,Action
KennyOrtega,111,71844424,Documentary|Music,ThisIsIt†,English,USA,60000000,2009,7.3,Documentary
StevenSoderbergh,106,75638743,Drama|Thriller,Contagion†,English,USA,60000000,2011,6.6,Drama
DavidMcNally,89,66734992,Action|Adventure|Comedy|Crime,KangarooJack†,English,USA,60000000,2003,4.4,Action
HenrySelick,100,75280058,Animation|Family|Fantasy,Coraline†,English,USA,60000000,2009,7.7,Animation
M.NightShyamalan,91,64505912,Sci-Fi|Thriller,TheHappening†,English,USA,48000000,2008,5,Sci-Fi
TonyScott,146,77862546,Action|Crime|Drama|Thriller,ManonFire†,English,USA,70000000,2004,7.7,Action
BrianRobbins,98,61112916,Comedy|Family|Fantasy,TheShaggyDog†,English,USA,50000000,2006,4.4,Comedy
ToddPhillips,101,88200225,Comedy|Crime,Starsky&Hutch†,English,USA,60000000,2004,6.1,Comedy
BrianLevant,94,60573641,Comedy|Family,JingleAlltheWay†,English,USA,60000000,1996,5.4,Comedy
GuillermodelToro,132,59035104,Action|Fantasy|Horror|Sci-Fi,Hellboy†,English,USA,66000000,2004,6.8,Action
StevenZaillian,115,56702901,Drama,ACivilAction†,English,USA,60000000,1998,6.5,Drama
ChrisButler,92,55994557,Adventure|Animation|Comedy|Family|Fantasy,ParaNorman†,English,USA,60000000,2012,7,Adventure
MichaelCaton-Jones,124,54910560,Action|Adventure|Crime|Thriller,TheJackal†,English,USA,60000000,1997,6.3,Action
JohnWoo,119,53789313,Action|Mystery|Sci-Fi|Thriller,Paycheck†,English,USA,60000000,2003,6.3,Action
JonAvnet,124,51045801,Drama|Romance,UpClose&Personal†,English,USA,60000000,1996,6.1,Drama
